Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,Delays
1994,4,30,6,1144,1146,1412,1426,NW,148,160,0,-14,-2,MCO,DTW,957,0
1994,5,30,1,1655,1700,1800,1809,CO,65,69,0,-9,-5,EWR,DCA,199,0
1994,4,21,4,1514,1515,1740,1743,AA,206,208,0,-3,-1,PHL,DFW,1302,0
1994,6,6,1,1305,1305,1414,1420,US,69,75,0,-6,0,PHL,BTV,336,0
1994,2,15,2,1435,1437,1559,1603,TW,84,86,0,-4,-2,OKC,STL,462,0
1994,11,20,7,2034,2030,2141,2135,WN,67,65,0,6,4,LAX,OAK,337,1
1994,4,22,5,1457,1500,1748,1802,AA,111,122,0,-14,-3,ORD,LGA,733,0
1994,10,11,2,1740,1740,1848,1850,WN,68,70,0,-2,0,SJC,LAX,308,0
1994,11,18,5,1629,1610,1732,1721,US,63,71,0,11,19,BWI,PVD,328,1
1994,3,17,4,1755,1745,2008,1947,AS,133,122,0,21,10,SEA,SJC,697,1
1994,4,8,5,701,700,850,849,UA,169,169,0,1,1,MCO,ORD,1005,1
1994,2,21,1,829,830,1334,1304,AA,245,214,0,30,-1,JFK,BQN,1576,1
1994,7,5,2,932,930,1132,1146,AA,120,136,0,-14,2,DFW,ORD,802,1
1994,2,15,2,805,800,926,905,US,81,65,0,21,5,PHL,PIT,267,1
1994,9,11,7,1911,1810,2229,2132,NW,138,142,0,57,61,MSP,HPN,1021,1
1994,1,29,6,0,730,0,857,US,0,87,0,0,0,ISP,PIT,375,0
1994,12,11,7,1607,1605,1715,1736,AA,128,151,0,-21,2,EWR,ORD,719,1
1994,10,4,2,1709,1710,1821,1817,DL,72,67,0,4,-1,CHS,ATL,259,1
1994,12,14,3,1748,1740,1958,2006,DL,130,146,0,-8,8,EWR,ATL,745,1
1994,6,5,7,1435,1430,1733,1728,DL,118,118,0,5,5,MSY,CVG,700,1
1994,12,9,5,2038,1935,2145,2055,WN,67,80,0,50,63,SNA,SJC,342,1
1994,11,13,7,1019,1020,1725,1643,AA,306,263,0,42,-1,ORD,SJU,2072,1
1994,8,30,2,1835,1835,1941,1940,WN,66,65,0,1,0,BUR,SMF,358,1
1994,1,30,7,1012,1010,1606,1608,UA,234,238,0,-2,2,PHX,IAD,1956,1
1994,7,25,1,1116,1115,1205,1205,DL,49,50,0,0,1,MCO,MIA,193,1
1994,2,11,5,1739,1710,1945,1910,DL,126,120,0,35,29,ATL,DTW,594,1
1994,8,24,3,1609,1610,1714,1700,US,65,50,0,14,-1,PIT,ELM,208,1
1994,2,23,3,1934,1905,2032,2010,WN,58,65,0,22,29,DAL,MAF,319,1
1994,5,12,4,1750,1750,1902,1912,US,72,82,0,-10,0,ALB,PIT,367,0
1994,12,29,4,2115,2120,2159,2210,DL,44,50,0,-11,-5,BHM,MOB,216,0
1994,8,9,2,1256,1256,1442,1445,AA,106,109,0,-3,0,DFW,STL,551,0
1994,9,11,7,1017,1014,1134,1140,DL,77,86,0,-6,3,ATL,MCO,403,1
1994,12,9,5,1858,1841,2126,2056,AA,208,195,0,30,17,PIT,DFW,1068,1
1994,10,11,2,818,818,1019,1017,UA,301,299,0,2,0,MCO,LAX,2217,1
1994,3,7,1,1736,1725,1822,1800,US,106,95,0,22,11,PIT,ORD,412,1
1994,2,6,7,1800,1730,2000,1930,AS,120,120,0,30,30,SEA,SFO,679,1
1994,7,6,3,1452,1450,1620,1630,US,88,100,0,-10,2,ATL,PIT,526,1
1994,12,7,3,1654,1650,1800,1800,WN,66,70,0,0,4,SJC,LAX,308,1
1994,8,22,1,1953,1945,2124,2142,US,271,297,0,-18,8,PIT,SAN,2106,1
1994,11,11,5,1500,1455,1618,1615,WN,78,80,0,3,5,HOU,TUL,453,1
1994,7,30,6,1339,1335,1425,1430,NW,46,55,0,-5,4,DTW,DAY,166,1
1994,8,1,1,1306,1245,1311,1300,WN,125,135,0,11,21,SAT,PHX,843,1
1994,3,8,2,701,703,839,850,DL,98,107,0,-11,-2,CVG,BDL,661,0
1994,8,17,3,728,730,854,854,NW,86,84,0,0,-2,MSP,MCI,393,0
1994,12,10,6,1700,1700,1805,1800,WN,65,60,0,5,0,LAX,SJC,308,1
1994,3,29,2,1350,1350,1603,1610,DL,73,80,0,-7,0,LAX,TUS,451,0
1994,3,18,5,759,800,931,919,NW,92,79,0,12,-1,MSP,ORD,334,1
1994,3,22,2,1015,1015,1115,1115,WN,60,60,0,0,0,MDW,STL,251,0
1994,7,14,4,2138,2115,2228,2207,US,50,52,0,21,23,PIT,ELM,208,1
1994,7,3,7,813,815,917,926,CO,64,71,0,-9,-2,FLL,JAX,318,0
1994,8,29,1,1217,1220,1441,1451,AA,204,211,0,-10,-3,EWR,DFW,1372,0
1994,11,17,4,1540,1540,1626,1625,DL,106,105,0,1,0,DFW,ABQ,569,1
1994,2,24,4,1424,1420,1545,1539,NW,81,79,0,6,4,MSP,BIS,386,1
1994,8,12,5,740,740,855,900,US,75,80,0,-5,0,LGA,RIC,292,0
1994,5,8,7,1739,1740,1855,1913,UA,136,153,0,-18,-1,DEN,SEA,1024,0
1994,1,15,6,1432,1430,1526,1532,HP,54,62,0,-6,2,LAS,LAX,236,1
1994,10,23,7,1700,1655,1944,1941,DL,104,106,0,3,5,TUL,ATL,674,1
1994,12,17,6,1226,1226,1426,1436,UA,180,190,0,-10,0,FLL,ORD,1182,0
1994,3,3,4,840,839,934,925,DL,54,46,0,9,1,ATL,TYS,152,1
1994,2,20,7,1434,1435,1547,1555,UA,73,80,0,-8,-1,MCI,ORD,403,0
1994,12,7,3,734,735,847,900,CO,193,205,0,-13,-1,IAH,LAX,1379,0
1994,12,13,2,1739,1735,1826,1830,DL,47,55,0,-4,4,BOS,BGR,201,1
1994,10,26,3,1833,1833,2153,2114,HP,200,161,0,39,0,PHX,PDX,1009,1
1994,2,15,2,1740,1740,1955,1955,WN,75,75,0,0,0,BUR,PHX,369,0
1994,3,26,6,1522,1525,1816,1827,US,114,122,0,-11,-3,MCI,CLT,809,0
1994,5,8,7,626,630,816,833,NW,110,123,0,-17,-4,BOS,DTW,632,0
1994,11,24,4,1255,1300,1452,1510,CO,117,130,0,-18,-5,ATL,EWR,745,0
1994,5,7,6,1240,1240,1341,1341,DL,61,61,0,0,0,GRR,CVG,268,0
1994,4,26,2,1905,1905,2310,2325,AS,185,200,0,-15,0,ANC,SEA,1449,0
1994,8,14,7,1110,1110,1201,1151,AA,111,101,0,10,0,DFW,ABQ,569,1
1994,8,16,2,2116,2055,2116,2050,DL,60,55,0,26,21,ATL,PFN,247,1
1994,6,22,3,826,825,1010,1021,CO,104,116,0,-11,1,EWR,DAY,533,1
1994,1,27,4,731,635,854,747,US,83,72,0,67,56,DCA,CLT,331,1
1994,6,20,1,1248,1250,1431,1435,NW,103,105,0,-4,-2,BDL,DTW,548,0
1994,12,9,5,1015,1000,1203,1145,WN,108,105,0,18,15,GEG,OAK,723,1
1994,11,12,6,1359,1400,1437,1440,DL,38,40,0,-3,-1,SRQ,PBI,159,0
1994,1,1,6,1120,1110,1225,1204,NW,65,54,0,21,10,FSD,MSP,197,1
1994,12,12,1,2026,2020,2136,2131,DL,70,71,0,5,6,LAX,SFO,337,1
1994,12,28,3,1618,1605,1804,1747,TW,166,162,0,17,13,JFK,ORD,740,1
1994,8,30,2,622,620,1312,1320,DL,230,240,0,-8,2,LAX,CVG,1900,1
1994,11,15,2,1320,1320,1408,1410,WN,48,50,0,-2,0,ONT,LAS,197,0
1994,2,6,7,1937,1900,2110,2041,UA,93,101,0,29,37,SFO,PDX,550,1
1994,12,18,7,1300,1300,1411,1410,WN,71,70,0,1,0,OAK,ONT,361,1
1995,1,23,1,1335,1325,1437,1440,NW,62,75,50,-3,10,ROC,DTW,296,1
1995,9,29,5,1909,1903,2008,2028,AA,119,145,103,-20,6,ATL,DFW,732,1
1995,9,19,2,1554,1550,1821,1816,UA,147,146,127,5,4,LAX,SEA,954,1
1995,1,30,1,1736,1700,1948,1845,DL,132,105,92,63,36,ATL,CLE,554,1
1995,1,14,6,925,925,1014,1010,WN,49,45,38,4,0,SAT,HOU,192,1
1995,9,3,7,1155,1155,1304,1307,AS,69,72,56,-3,0,SNA,OAK,371,0
1995,2,12,7,1126,1125,1220,1220,DL,54,55,38,0,1,MCO,FLL,178,1
1995,5,18,4,1120,1120,1209,1215,WN,49,55,39,-6,0,LAX,LAS,236,0
1995,7,29,6,1012,957,1335,1330,DL,203,213,179,5,15,ATL,SJU,1547,1
1995,10,3,2,1033,1035,1139,1124,NW,66,49,46,15,-2,CLE,DTW,95,1
1995,2,15,3,0,1940,0,2035,WN,0,55,30,0,0,HOU,MSY,303,0
1995,6,23,5,753,750,903,909,UA,70,79,51,-6,3,LAX,SFO,337,1
1995,8,29,2,1204,1205,1244,1251,US,40,46,26,-7,-1,PIT,CRW,164,0
1995,5,6,6,1957,1955,2055,2050,WN,58,55,46,5,2,LAS,BUR,223,1
1995,11,26,7,1334,1324,1515,1459,DL,101,95,78,16,10,ATL,DCA,547,1
1995,11,24,5,955,1000,1110,1117,CO,75,77,60,-7,-5,GSO,CLE,381,0
1995,10,2,1,1200,1200,1307,1314,US,67,74,57,-7,0,CMH,CLT,346,0
1995,5,29,1,1732,1725,1859,1855,WN,87,90,77,4,7,HOU,BHM,570,1
1995,3,25,6,1250,1250,1541,1533,UA,111,103,87,8,0,SFO,SLC,599,1
1995,7,26,3,700,700,743,738,HP,163,158,145,5,0,MCI,PHX,1044,1
1995,6,22,4,1030,1025,1752,1746,DL,262,261,234,6,5,LAX,ATL,1946,1
1995,1,28,6,913,915,1426,1409,AA,553,534,504,17,-2,ORD,HNL,4243,1
1995,9,17,7,1914,1819,2128,2040,US,74,81,56,48,55,ORD,PIT,412,1
1995,3,30,4,2044,2045,2111,2114,NW,27,29,17,-3,-1,AZO,LAN,62,0
1995,5,11,4,1429,1355,1529,1457,HP,60,62,44,32,34,SAN,LAS,258,1
1995,4,4,2,2144,2145,2305,2306,AA,81,81,66,-1,-1,ORD,OMA,416,0
1995,2,21,2,1346,1347,1929,1922,UA,223,215,175,7,-1,LAS,ORD,1515,1
1995,8,1,2,728,730,810,808,UA,42,38,27,2,-2,TUS,PHX,110,1
1995,7,18,2,640,640,713,716,DL,33,36,19,-3,0,SDF,CVG,83,0
1995,9,10,7,1638,1630,1725,1725,WN,47,55,36,0,8,LAS,BUR,223,1
1995,2,2,4,2130,2130,2300,2306,US,90,96,71,-6,0,CLT,EWR,529,0
1995,11,9,4,1831,1818,2101,2048,TW,90,90,67,13,13,STL,CLE,487,1
1995,5,19,5,1834,1800,1946,1906,CO,132,126,109,40,34,TPA,IAH,787,1
1995,12,1,5,859,900,1145,1129,UA,286,269,251,16,-1,ORD,LAX,1745,1
1995,12,15,5,1626,1550,1826,1756,UA,180,186,162,30,36,FLL,ORD,1182,1
1995,9,17,7,839,840,1058,1108,NW,79,88,65,-10,-1,STL,DTW,440,0
1995,9,11,1,1525,1525,1614,1620,WN,49,55,41,-6,0,LAS,BUR,223,0
1995,2,23,4,1456,1500,1706,1704,CO,70,64,56,2,-4,PNS,JAX,328,1
1995,9,1,5,730,730,834,820,WN,64,50,38,14,0,TUL,MCI,223,1
1995,10,29,7,1553,1550,2311,2315,HP,258,265,238,-4,3,LAS,JFK,2248,1
1995,11,27,1,1631,1630,1735,1724,US,124,114,99,11,1,BWI,BNA,588,1
1995,12,2,6,1553,0,1932,0,AA,159,171,143,-13,-1,ELP,ORD,1236,0
1995,4,12,3,1828,1825,2228,2220,AA,180,175,152,8,3,ORD,MIA,1197,1
1995,7,4,2,900,900,1022,1007,TW,82,67,43,15,0,STL,MCI,237,1
1995,12,13,3,659,700,915,923,US,136,143,113,-8,-1,PHL,MCO,861,0
1995,6,18,7,1704,1710,1946,1950,NW,162,160,144,-4,-6,TPA,DTW,983,0
1995,4,24,1,1840,1830,2033,2045,DL,113,135,94,-12,10,ATL,LGA,761,1
1995,1,31,2,829,830,957,1013,NW,148,163,138,-16,-1,BWI,MSP,936,0
1995,9,2,6,832,837,952,1000,DL,80,83,55,-8,-5,ATL,RDU,356,0
1995,6,13,2,2203,2205,2338,2353,NW,275,288,253,-15,-2,DTW,LAX,1979,0
1995,6,12,1,1729,1715,1817,1803,US,108,108,89,14,14,PHL,IND,587,1
1995,2,14,2,649,645,725,730,DL,36,45,21,-5,4,GEG,PSC,120,1
1995,12,28,4,1403,1355,1514,1515,WN,71,80,64,-1,8,MDW,OMA,423,1
1995,5,25,4,1402,1345,1501,1444,US,59,59,46,17,17,CLT,PHF,282,1
1995,8,31,4,702,700,750,755,UA,48,55,40,-5,2,SBA,SFO,262,1
1995,7,7,5,2349,2350,647,650,US,238,240,222,-3,-1,PHX,PIT,1813,0
1995,12,9,6,1410,1115,1600,1258,AS,110,103,95,182,175,PDX,SFO,550,1
1995,4,18,2,1344,1345,1504,1511,US,80,86,70,-7,-1,CLT,MLB,490,0
1995,1,21,6,915,915,1021,1025,US,66,70,38,-4,0,EWR,BOS,200,0
1995,4,18,2,0,1035,0,1414,CO,0,219,127,0,0,EWR,SJU,1608,0
1995,12,30,6,927,910,1123,1043,DL,176,153,158,40,17,MCI,SLC,919,1
1995,5,26,5,1822,1755,2047,1951,DL,325,296,304,56,27,TPA,LAX,2158,1
1995,12,12,2,1017,904,1102,945,DL,105,101,92,77,73,SLC,SMF,532,1
1995,7,21,5,930,930,1016,1010,HP,46,40,31,6,0,TUS,PHX,110,1
1995,6,21,3,1721,1719,1923,1928,AA,182,189,141,-5,2,IAD,DFW,1172,1
1995,5,9,2,1953,1956,2101,2106,UA,68,70,50,-5,-3,DEN,ABQ,349,0
1995,6,4,7,1812,1800,1936,1931,US,84,91,64,5,12,BOS,BWI,370,1
1995,12,23,6,1354,1250,1501,1356,UA,67,66,39,65,64,LAX,LAS,236,1
1995,1,5,4,831,830,1005,1009,US,154,159,130,-4,1,PHL,STL,813,1
1995,11,10,5,1807,1810,1945,1954,CO,98,104,73,-9,-3,EWR,CLE,404,0
1995,4,4,2,1149,1150,1316,1325,CO,87,95,71,-9,-1,EWR,CLE,404,0
1995,4,14,5,1810,1810,2128,2139,NW,138,149,123,-11,0,MSP,BDL,1050,0
1995,8,21,1,1028,1020,1121,1120,WN,53,60,46,1,8,MDW,STL,251,1
1995,8,7,1,1204,1205,1334,1346,TW,90,101,78,-12,-1,DFW,STL,551,0
1995,5,25,4,2339,2335,706,714,US,267,279,253,-8,4,SFO,PIT,2254,1
1995,11,4,6,1321,1310,1551,1549,DL,90,99,76,2,11,PDX,SLC,630,1
1995,10,28,6,1330,1310,1541,1520,CO,131,130,104,21,20,IAH,IND,845,1
1995,4,4,2,1545,1545,1725,1724,AS,100,99,90,1,0,ANC,SCC,626,1
1995,7,10,1,1525,1526,1620,1625,DL,55,59,45,-5,-1,CVG,GRR,268,0
1995,6,20,2,647,650,749,806,NW,122,136,107,-17,-3,PHL,MEM,874,0
1995,1,8,7,1258,1300,1506,1515,CO,128,135,108,-9,-2,ATL,EWR,745,0
1995,12,17,7,1458,1500,1741,1743,US,103,103,95,-2,-2,BNA,PHL,675,0
1995,10,31,2,1320,1225,1346,1305,TW,86,100,73,41,55,CLE,STL,487,1
1995,9,4,1,2115,2115,2339,2335,AS,204,200,184,4,0,SEA,ANC,1449,1
1995,4,21,5,2053,2055,2203,2158,NW,70,63,42,5,-2,DTW,ROC,296,1
1995,2,21,2,744,745,812,818,TW,88,93,64,-6,-1,CMH,STL,410,0
1995,12,28,4,1310,1310,1449,1500,TW,99,110,81,-11,0,STL,MSY,604,0
1995,9,28,4,700,700,810,805,WN,70,65,54,5,0,LAX,OAK,337,1
1995,12,12,2,1055,1055,1201,1200,WN,66,65,50,1,0,STL,MDW,251,1
1995,1,18,3,1742,1716,2026,2028,AA,224,252,193,-2,26,EWR,DFW,1372,1
1995,11,13,1,1305,1225,1826,1742,US,201,197,178,44,40,PHX,IND,1489,1
1995,10,3,2,1524,1525,1639,1646,UA,75,81,56,-7,-1,DTW,IAD,383,0
1995,6,29,4,826,815,938,932,US,72,77,56,6,11,PIT,EWR,319,1
1995,7,26,3,2247,2240,617,607,UA,270,267,248,10,7,LAX,IAD,2288,1
1995,6,7,3,0,940,0,1147,UA,0,247,299,0,0,ORD,LAX,1745,0
1995,10,4,3,1012,955,1212,1145,DL,60,50,47,27,17,SBN,CVG,203,1
1995,10,9,1,634,635,815,827,NW,101,112,87,-12,-1,BDL,DTW,548,0
1995,7,31,1,1012,1015,1310,1312,AA,118,117,94,-2,-3,ORD,PHL,678,0
1995,10,22,7,1324,1329,1422,1415,AA,118,106,95,7,-5,ROC,ORD,528,1
1995,10,8,7,1647,1644,1925,1931,UA,98,107,77,-6,3,ORD,ATL,606,1
1995,7,4,2,900,900,1200,1213,DL,120,133,103,-13,0,SAT,ATL,874,0
1995,5,30,2,2250,2250,541,545,DL,231,235,203,-4,0,LAX,ATL,1946,0
1995,8,19,6,832,828,1005,1005,DL,93,97,74,0,4,ATL,CLE,554,1
1995,5,9,2,1917,1913,2021,2020,DL,184,187,169,1,4,DFW,SAN,1171,1
1995,11,17,5,832,805,1027,931,UA,115,86,101,56,27,LAS,SFO,414,1
1995,7,20,4,1523,1522,1618,1620,DL,55,58,39,-2,1,ATL,CHS,259,1
1995,5,11,4,902,900,950,950,US,48,50,30,0,2,CLT,ILM,185,1
1995,12,8,5,1130,1120,1238,1235,WN,68,75,56,3,10,STL,TUL,351,1
1995,12,23,6,1315,1256,1634,1623,AA,139,147,110,11,19,DFW,RSW,1017,1
1995,1,4,3,52,30,125,114,DL,33,44,28,11,22,SDF,DAY,144,1
1995,7,4,2,1410,1410,1646,1655,WN,96,105,84,-9,0,MDW,BWI,611,0
1995,12,29,5,1138,1140,1708,1705,NW,210,205,197,3,-2,LAX,MSP,1536,1
1995,3,9,4,1634,1635,1711,1720,NW,37,45,22,-9,-1,MSP,LSE,120,0
1995,4,22,6,1903,1810,2105,2024,UA,62,74,43,41,53,ORD,CLE,316,1
1995,5,15,1,1129,1125,1407,1407,DL,158,162,138,0,4,MCO,BOS,1121,1
1995,3,14,2,1715,1700,1804,1807,UA,109,127,89,-3,15,DCA,ORD,612,1
1995,11,6,1,1620,0,1729,0,AA,189,191,168,27,29,DFW,ONT,1189,1
1995,6,11,7,1716,1715,1808,1800,CO,52,45,29,8,1,IAH,AUS,140,1
1995,5,16,2,1655,1656,1823,1838,UA,88,102,76,-15,-1,SFO,PDX,550,0
1995,12,8,5,2136,2135,2241,2249,US,65,74,47,-8,1,PIT,LGA,335,1
1995,6,24,6,1610,1610,1743,1750,DL,93,100,74,-7,0,PIT,ATL,526,0
1995,3,29,3,1126,1125,1411,1400,DL,165,155,149,11,1,PBI,LGA,1035,1
1995,5,15,1,1100,1100,1501,1402,AA,421,362,360,59,0,BOS,LAX,2611,1
1995,9,8,5,1058,1100,1311,1305,AA,193,185,145,6,-2,MIA,DFW,1121,1
1995,12,25,1,1357,1400,1518,1528,DL,81,88,70,-10,-3,PHX,SLC,507,0
1995,1,6,5,2323,2255,107,30,DL,164,155,155,37,28,DFW,SLC,988,1
1995,2,28,2,737,739,1007,1007,NW,150,148,133,0,-2,MSP,DFW,852,0
1995,8,3,4,1734,1700,2038,2004,UA,124,124,90,34,34,ORD,PHL,678,1
1995,10,13,5,1104,1105,1241,1231,DL,97,86,67,10,-1,TPA,ATL,406,1
1995,7,12,3,1148,1032,1319,1157,UA,91,85,65,82,76,ONT,SFO,363,1
1995,4,21,5,1547,1544,1648,1644,UA,121,120,90,4,3,ATL,ORD,606,1
1995,6,23,5,1608,1610,1806,1800,CO,118,110,99,6,-2,MCI,IAH,643,1
1995,7,26,3,1255,1300,1418,1424,AS,83,84,72,-6,-5,OME,ANC,539,0
1995,3,30,4,2130,2130,2215,2220,WN,45,50,38,-5,0,HOU,DAL,239,0
1995,12,1,5,1451,1450,1739,1730,US,348,340,327,9,1,PIT,SFO,2254,1
1995,3,17,5,2014,2015,2155,2200,US,101,105,76,-5,-1,PIT,ATL,526,0
1995,2,27,1,1551,1530,1851,1827,UA,120,117,100,24,21,ORD,PHL,678,1
1995,6,26,1,1328,1330,1436,1441,US,68,71,52,-5,-2,PIT,SWF,328,0
1995,3,14,2,1915,1912,2006,2030,DL,111,138,93,-24,3,ATL,OKC,761,1
1995,6,15,4,0,100,0,603,NW,0,183,80,0,0,SEA,MSP,1399,0
1995,9,28,4,1306,1305,1643,1641,NW,157,156,131,2,1,MSP,LGA,1020,1
1995,11,14,2,1119,1120,1253,1320,NW,94,120,83,-27,-1,MSP,MEM,700,0
1995,1,31,2,1729,1730,1846,1857,CO,77,87,59,-11,-1,CLE,EWR,404,0
1995,1,22,7,615,615,730,730,WN,75,75,58,0,0,SMF,LAX,373,0
1995,5,2,2,918,855,1206,1139,US,348,344,330,27,23,CLT,SFO,2296,1
1995,10,9,1,1507,1505,1612,1623,AA,65,78,44,-11,2,SAT,DFW,247,1
1995,12,19,2,2328,1900,46,2007,TW,78,67,37,279,268,STL,MCI,237,1
1995,12,7,4,550,530,0,645,WN,0,75,0,0,20,ONT,SMF,389,1
1995,5,22,1,2025,2017,2110,2053,TW,105,96,86,17,8,CLE,STL,487,1
1995,8,13,7,1245,0,2058,0,AA,313,315,283,-2,0,LAX,MIA,2342,0
1995,6,6,2,1410,1340,1659,1620,CO,169,160,140,39,30,PBI,EWR,1024,1
1995,3,16,4,1548,1550,1632,1629,UA,104,99,86,3,-2,DSM,DEN,589,1
1995,11,24,5,1432,1435,1638,1649,DL,306,314,286,-11,-3,MCO,LAX,2217,0
1995,8,16,3,558,600,705,715,CO,67,75,47,-10,-2,BOS,EWR,200,0
1995,1,10,2,720,710,847,840,UA,87,90,62,7,10,LAX,SFO,337,1
1995,5,16,2,1716,1715,1815,1808,DL,59,53,30,7,1,GSP,ATL,153,1
1995,8,3,4,1301,0,1453,0,AA,172,174,157,-3,-1,RDU,DFW,1062,0
1995,11,10,5,1313,1313,1406,1410,DL,53,57,32,-4,0,DFW,AUS,190,0
1995,2,23,4,1245,1245,1450,1450,WN,65,65,53,0,0,SAN,PHX,304,0
1995,3,17,5,1011,1015,1036,1043,NW,85,88,70,-7,-4,GRR,MSP,408,0
1995,8,28,1,1757,1757,1928,1934,UA,91,97,83,-6,0,PDX,SFO,550,0
1995,1,12,4,0,625,0,705,DL,0,40,55,0,0,PWM,BOS,95,0
1995,6,11,7,1506,1505,1750,1754,US,104,109,86,-4,1,MSY,CLT,651,1
1995,11,30,4,1158,1200,1328,1335,CO,90,95,75,-7,-2,MCO,GSO,534,0
1995,10,9,1,1704,1654,1959,1950,AA,175,176,138,9,10,MIA,LGA,1097,1
1995,12,22,5,2231,2140,2305,2217,US,34,37,20,48,51,CLT,AVL,92,1
1995,9,27,3,1935,1935,2040,2045,NW,65,70,47,-5,0,MSP,GFK,284,0
1995,6,12,1,1814,1815,2044,2053,AA,90,98,75,-9,-1,ELP,DFW,551,0
1995,2,21,2,1931,1935,2045,2043,CO,74,68,31,2,-4,EWR,BWI,169,1
1995,12,1,5,1950,1950,2158,2148,NW,128,118,101,10,0,MEM,MSP,700,1
1995,9,21,4,2150,2035,2310,2204,NW,80,89,60,66,75,DTW,DCA,405,1
1995,8,1,2,1932,1930,2033,2030,DL,61,60,37,3,2,LGA,BOS,185,1
1995,8,4,5,1735,1735,1840,1850,WN,65,75,59,-10,0,OKC,HOU,419,0
1995,8,11,5,2241,2245,554,558,NW,253,253,230,-4,-4,SFO,DTW,2079,0
1995,9,18,1,959,1000,1054,1100,DL,55,60,40,-6,-1,ATL,CHS,259,0
1995,2,7,2,615,615,717,731,UA,62,76,49,-14,0,LAX,SFO,337,0
1995,7,17,1,1615,1555,1810,1750,US,115,115,97,20,20,FLL,CLT,631,1
1995,9,28,4,815,800,919,910,WN,64,70,53,9,15,LAX,PHX,370,1
1995,5,20,6,753,750,933,942,US,100,112,87,-9,3,BWI,ATL,576,1
1995,8,7,1,1239,1235,1404,1402,US,85,87,65,2,4,CLT,PHL,448,1
1995,1,20,5,1809,1810,1932,1928,TW,83,78,60,4,-1,TUL,STL,351,1
1995,7,2,7,1000,1000,1054,1100,WN,54,60,42,-6,0,LAS,SAN,258,0
1995,6,26,1,923,920,956,957,DL,33,37,23,-1,3,BTR,JAN,138,1
1995,12,20,3,1614,1545,1803,1724,CO,229,219,208,39,29,IAH,LAX,1379,1
1995,6,16,5,912,850,1107,1115,CO,295,325,268,-8,22,EWR,PHX,2133,1
1995,12,24,7,946,945,1126,1127,US,100,102,81,-1,1,ATL,BWI,576,1
1995,12,6,3,1051,1040,1220,1211,UA,89,91,62,9,11,LAS,SFO,414,1
1995,11,1,3,1758,1655,2002,1910,TW,244,255,223,52,63,STL,SAN,1558,1
1995,5,25,4,2042,2010,2216,2136,US,214,206,197,40,32,MCI,LAX,1363,1
1995,4,4,2,803,800,857,900,DL,54,60,39,-3,3,SAV,ATL,215,1
1995,11,2,4,645,0,1246,0,AA,241,224,217,16,-1,SEA,ORD,1721,1
1995,2,28,2,1231,1230,1318,1315,US,47,45,36,3,1,FAY,CLT,118,1
1995,12,25,1,1145,1145,1359,1406,DL,134,141,117,-7,0,MCO,JFK,944,0
1995,10,5,4,1400,1330,1618,1550,WN,78,80,69,28,30,LAS,ABQ,487,1
1995,7,22,6,1523,1505,1557,1555,NW,94,110,80,2,18,DTW,MSP,528,1
1995,11,26,7,0,1300,0,1430,DL,0,90,0,0,0,MSY,DFW,448,0
1995,7,15,6,2341,1630,32,1719,NW,51,49,30,433,431,DLH,MSP,144,1
1995,5,18,4,1219,1145,1334,1305,US,75,80,63,29,34,MDT,CLT,413,1
1995,2,6,1,1130,1130,1332,1335,WN,62,65,52,-3,0,ONT,PHX,325,0
1995,11,29,3,823,800,934,920,NW,71,80,59,14,23,ORD,MSP,334,1
1995,3,30,4,2204,2157,2309,2258,AA,65,61,34,11,7,DFW,TUL,237,1
1995,1,16,1,604,604,713,716,TW,69,72,54,-3,0,ICT,STL,392,0
1995,4,7,5,1712,1705,1827,1813,CO,75,68,56,14,7,CLE,BWI,314,1
1995,9,30,6,836,840,1024,1025,TW,168,165,148,-1,-4,FLL,STL,1056,0
1995,11,11,6,1713,1713,1858,1856,HP,105,103,83,2,0,COS,PHX,551,1
1995,7,30,7,1135,1135,1234,1230,WN,59,55,46,4,0,HOU,HRL,276,1
1995,9,16,6,740,740,1551,1605,UA,311,325,282,-14,0,LAX,BOS,2611,0
1995,10,8,7,1400,1400,1438,1445,WN,38,45,29,-7,0,OAK,RNO,180,0
1995,3,9,4,722,715,807,806,NW,45,51,33,1,7,FSD,MSP,197,1
1995,2,9,4,1239,1240,1333,1333,DL,54,53,34,0,-1,MIA,MCO,193,0
1995,10,1,7,843,847,1000,1007,AA,77,80,57,-7,-4,LIT,DFW,0,0
1995,11,13,1,1746,1745,1911,1903,UA,85,78,61,8,1,SFO,LAX,337,1
1995,12,29,5,1927,1845,0,2114,AA,0,269,0,0,42,ORD,SFO,1846,1
1995,4,4,2,1753,1755,2205,2140,AA,312,285,289,25,-2,SJU,ORD,2072,1
1995,5,7,7,1005,1005,1103,1056,DL,58,51,37,7,0,AGS,ATL,143,1
1995,6,16,5,1154,1150,1304,1248,DL,70,58,50,16,4,SAV,ATL,215,1
1995,7,30,7,803,805,833,850,DL,90,105,72,-17,-2,DFW,ABQ,569,0
1995,7,2,7,1743,1745,2001,2004,DL,78,79,63,-3,-2,MSY,ATL,425,0
1995,10,9,1,1630,1630,1743,1749,UA,73,79,57,-6,0,ONT,SFO,363,0
